client_id,region_product_id,date,amount
4,1,2/15/2016,26.59083229
4,3,2/15/2016,4.631124555
4,2,3/17/2016,71.50779447
4,5,3/17/2016,62.15243079
4,1,3/17/2016,38.18177136
4,4,3/17/2016,35.74216407
4,3,3/17/2016,5.057332961
4,2,4/17/2016,74.36831968
4,5,4/17/2016,59.36021113
4,4,4/17/2016,46.38769051
4,1,4/17/2016,35.24308859
4,3,4/17/2016,5.025574503
4,2,5/18/2016,87.13567602
4,5,5/18/2016,77.84787933
4,1,5/18/2016,48.9703519
4,4,5/18/2016,43.85322422
4,3,5/18/2016,4.463240774
4,5,6/18/2016,102.4721466
4,2,6/18/2016,71.40125889
4,1,6/18/2016,49.52031556
4,4,6/18/2016,41.40135375
4,3,6/18/2016,8.319100829
4,5,7/19/2016,86.35631118
4,2,7/19/2016,64.96351356
4,4,7/19/2016,24.51637446
4,1,7/19/2016,5.362060277
4,3,7/19/2016,0.473392894
4,5,8/19/2016,98.33226348
4,2,8/19/2016,88.81895559
4,4,8/19/2016,35.74262837
4,1,8/19/2016,24.20932134
4,3,8/19/2016,3.648580167
4,2,9/19/2016,142.5444314
4,5,9/19/2016,92.88781284
4,4,9/19/2016,51.03907193
4,1,9/19/2016,41.47571555
4,3,9/19/2016,7.620653039
4,5,10/20/2016,89.29741141
4,4,10/20/2016,44.48977558
4,2,10/20/2016,24.21531572
4,1,10/20/2016,6.355529003
4,3,10/20/2016,2.50484898
4,5,11/20/2016,97.03145059
4,2,11/20/2016,89.20558265
4,1,11/20/2016,19.70391686
4,4,11/20/2016,14.99468703
4,3,11/20/2016,1.4505526
4,5,12/21/2016,34.50762913
4,4,12/21/2016,23.63795651
4,2,12/21/2016,20.2745577
4,1,12/21/2016,17.96018462
4,3,12/21/2016,3.30483995
4,2,1/21/2017,89.01799439
4,5,1/21/2017,78.49578274
4,4,1/21/2017,47.82245209
4,1,1/21/2017,43.68580879
4,3,1/21/2017,8.671289195
4,2,2/21/2017,109.6808471
4,5,2/21/2017,91.57505219
4,4,2/21/2017,41.33899986
4,1,2/21/2017,35.6622374
4,3,2/21/2017,3.357142707
4,2,3/24/2017,92.59206759
4,5,3/24/2017,81.29556695
4,4,3/24/2017,62.64359267
4,1,3/24/2017,55.27029128
4,3,3/24/2017,7.48041884
4,2,4/24/2017,101.7503877
4,5,4/24/2017,94.33763771
4,4,4/24/2017,48.02745696
4,1,4/24/2017,41.83415226
4,3,4/24/2017,4.013376768
4,5,5/25/2017,123.2983546
4,2,5/25/2017,79.79838421
4,4,5/25/2017,47.11152843
4,1,5/25/2017,30.7830295
4,3,5/25/2017,5.220733547
4,5,6/25/2017,108.9452465
4,2,6/25/2017,86.11700786
4,4,6/25/2017,52.7178517
4,1,6/25/2017,46.92838576
4,3,6/25/2017,2.390695187
4,2,7/26/2017,126.2233736
4,5,7/26/2017,114.446982
4,4,7/26/2017,63.02823844
4,1,7/26/2017,46.59200429
4,3,7/26/2017,4.047877041
4,5,8/26/2017,99.82623265
4,2,8/26/2017,86.87306886
4,4,8/26/2017,42.05750588
4,1,8/26/2017,36.27707335
4,3,8/26/2017,6.927248266
4,5,9/26/2017,99.9251244
4,2,9/26/2017,98.58061811
4,1,9/26/2017,55.75593833
4,4,9/26/2017,36.94543793
4,3,9/26/2017,5.066780239
4,5,10/27/2017,120.6827918
4,2,10/27/2017,117.5122066
4,4,10/27/2017,47.63323501
4,1,10/27/2017,47.21488782
4,3,10/27/2017,5.919552684
5,2,1/15/2016,213.0899178
5,5,1/15/2016,133.3103181
5,4,1/15/2016,95.64215261
5,1,1/15/2016,92.02892499
5,3,1/15/2016,7.301421747
5,2,2/15/2016,289.7979912
5,5,2/15/2016,224.4217088
5,1,2/15/2016,147.5965316
5,4,2/15/2016,101.0809389
5,3,2/15/2016,10.66151502
5,2,3/17/2016,211.3570185
5,5,3/17/2016,133.9366882
5,4,3/17/2016,112.8251375
5,1,3/17/2016,96.57795944
5,3,3/17/2016,17.83907564
5,2,4/17/2016,208.8346532
5,5,4/17/2016,204.9212573
5,1,4/17/2016,100.014224
5,4,4/17/2016,99.42892148
5,3,4/17/2016,11.85838984
5,2,5/18/2016,248.4928213
5,1,5/18/2016,162.7600743
5,5,5/18/2016,156.6657902
5,4,5/18/2016,84.0184769
5,3,5/18/2016,9.354658644
5,2,6/18/2016,198.9507953
5,5,6/18/2016,148.5987374
5,1,6/18/2016,142.9898305
5,4,6/18/2016,91.17638185
5,3,6/18/2016,12.95222888
5,2,7/19/2016,199.6067802
5,5,7/19/2016,157.1882199
5,1,7/19/2016,138.471074
5,4,7/19/2016,102.0372495
5,3,7/19/2016,11.05798192
5,2,8/19/2016,195.8670943
5,5,8/19/2016,166.3915869
5,1,8/19/2016,144.9976075
5,4,8/19/2016,61.06611873
5,3,8/19/2016,20.45697932
5,2,9/19/2016,250.2233327
5,5,9/19/2016,192.2362821
5,1,9/19/2016,166.0543191
5,4,9/19/2016,84.57521656
5,3,9/19/2016,12.5519266
5,2,10/20/2016,140.0632789
5,5,10/20/2016,139.4296226
5,4,10/20/2016,111.1772896
5,1,10/20/2016,98.45590124
5,3,10/20/2016,7.59751265
5,2,11/20/2016,257.0046642
5,5,11/20/2016,166.0647306
5,1,11/20/2016,130.2303693
5,4,11/20/2016,108.1393189
5,3,11/20/2016,10.73979103
5,2,12/21/2016,221.3110044
5,5,12/21/2016,205.6683415
5,1,12/21/2016,103.9019553
5,4,12/21/2016,53.0154721
5,3,12/21/2016,6.241233532
5,2,1/21/2017,190.0122621
5,1,1/21/2017,147.2248822
5,5,1/21/2017,136.383599
5,4,1/21/2017,117.9966092
5,3,1/21/2017,13.606789
5,2,2/21/2017,187.3869113
5,5,2/21/2017,163.0498312
5,1,2/21/2017,99.77014727
5,4,2/21/2017,66.66250877
5,3,2/21/2017,4.224748147
5,2,3/24/2017,192.7822523
5,5,3/24/2017,169.7865903
5,1,3/24/2017,157.1089101
5,4,3/24/2017,90.29201525
5,3,3/24/2017,3.862269461
5,2,4/24/2017,169.8850033
5,5,4/24/2017,142.0304882
5,1,4/24/2017,126.4142324
5,4,4/24/2017,117.3441452
5,3,4/24/2017,13.99283798
5,5,5/25/2017,279.41426
5,2,5/25/2017,262.5382832
5,4,5/25/2017,109.9071483
5,1,5/25/2017,94.32248151
5,3,5/25/2017,5.61981518
5,5,6/25/2017,301.4273106
5,2,6/25/2017,139.561358
5,4,6/25/2017,113.839731
5,1,6/25/2017,105.5586201
5,3,6/25/2017,8.364120764
5,2,7/26/2017,255.8008465
5,1,7/26/2017,174.7401453
5,5,7/26/2017,106.2958448
5,4,7/26/2017,99.94945652
5,3,7/26/2017,16.8424639
5,2,8/26/2017,237.306856
5,5,8/26/2017,199.9584406
5,1,8/26/2017,154.4025782
5,4,8/26/2017,83.69792585
5,3,8/26/2017,17.33812374
5,2,9/26/2017,236.4487988
5,5,9/26/2017,200.3962117
5,1,9/26/2017,138.5186095
5,4,9/26/2017,94.75670127
5,3,9/26/2017,7.071705445
5,2,10/27/2017,234.4522257
5,5,10/27/2017,213.3618093
5,1,10/27/2017,140.9785906
5,4,10/27/2017,105.5215388
5,3,10/27/2017,8.458619138
6,2,1/15/2016,135.7728261
6,5,1/15/2016,86.51404062
6,1,1/15/2016,58.63513423
6,4,1/15/2016,45.53575754
6,3,1/15/2016,3.55281631
6,2,2/15/2016,207.4957024
6,5,2/15/2016,140.1897158
6,1,2/15/2016,86.45757761
6,4,2/15/2016,52.77495884
6,3,2/15/2016,3.683603135
6,2,3/17/2016,85.05202648
6,1,3/17/2016,41.01713057
6,5,3/17/2016,37.54239033
6,4,3/17/2016,22.75009492
6,3,3/17/2016,2.635403258
6,2,4/17/2016,41.66634314
6,5,4/17/2016,24.21702388
6,1,4/17/2016,22.11231
6,4,4/17/2016,16.78349309
6,3,4/17/2016,0.966357379
6,2,5/18/2016,162.3384849
6,5,5/18/2016,95.02966612
6,1,5/18/2016,76.77596076
6,4,5/18/2016,47.3546297
6,3,5/18/2016,5.085910048
6,2,6/18/2016,115.1538099
6,1,6/18/2016,67.71975021
6,5,6/18/2016,60.56081619
6,4,6/18/2016,29.44451696
6,3,6/18/2016,2.884992656
6,2,7/19/2016,138.7806679
6,1,7/19/2016,85.00995881
6,5,7/19/2016,55.88458518
6,4,7/19/2016,27.35897364
6,3,7/19/2016,4.670754322
6,2,8/19/2016,137.7151337
6,1,8/19/2016,85.87206222
6,5,8/19/2016,82.03425554
6,4,8/19/2016,38.52522391
6,3,8/19/2016,3.162578118
6,2,9/19/2016,32.91000335
6,5,9/19/2016,19.21054486
6,1,9/19/2016,10.95095348
6,4,9/19/2016,7.243420791
6,3,9/19/2016,0.934334139
6,2,12/21/2016,0.101435079
6,5,12/21/2016,0.061744279
6,1,12/21/2016,0.039023992
6,3,12/21/2016,0.000849489
6,2,2/21/2017,0.006237241
6,5,2/21/2017,0.003939607
6,1,2/21/2017,0.003141443
6,4,2/21/2017,0.000628837
6,3,2/21/2017,0.000162131
6,2,3/24/2017,0.004690666
6,1,3/24/2017,0.003222528
6,4,3/24/2017,0.00145463
6,3,3/24/2017,4.81E-05
6,2,4/24/2017,0.00277286
6,1,4/24/2017,0.001551583
6,4,4/24/2017,0.000410872
6,3,4/24/2017,3.08E-05
6,5,5/25/2017,0.000676709
6,5,6/25/2017,0.024021728
6,2,7/26/2017,7.64E-06
6,5,7/26/2017,5.01E-06
6,1,7/26/2017,3.42E-06
6,4,7/26/2017,2.61E-06
6,3,7/26/2017,9.59E-08
6,2,8/26/2017,3.89E-05
6,5,8/26/2017,1.53E-05
6,1,8/26/2017,1.03E-05
6,4,8/26/2017,6.12E-06
6,3,8/26/2017,7.10E-07
6,5,10/27/2017,0.000150561
7,2,1/15/2016,117.0238404
7,5,1/15/2016,66.06874541
7,1,1/15/2016,56.28728939
7,4,1/15/2016,40.10731518
7,3,1/15/2016,7.274688079
7,2,2/15/2016,70.5738175
7,5,2/15/2016,55.84655808
7,1,2/15/2016,38.19386984
7,4,2/15/2016,29.53749207
7,3,2/15/2016,4.80366247
7,2,3/17/2016,121.4308409
7,1,3/17/2016,55.70847715
7,5,3/17/2016,53.63097625
7,4,3/17/2016,32.91896603
7,3,3/17/2016,4.661376827
7,2,4/17/2016,128.0883246
7,5,4/17/2016,76.72120379
7,1,4/17/2016,72.83684994
7,4,4/17/2016,50.86233014
7,3,4/17/2016,5.951249513
7,2,5/18/2016,163.9514724
7,1,5/18/2016,82.40742809
7,5,5/18/2016,74.60046534
7,4,5/18/2016,49.29823163
7,3,5/18/2016,6.021078115
7,2,6/18/2016,148.9747964
7,5,6/18/2016,77.79229961
7,1,6/18/2016,72.09219515
7,4,6/18/2016,43.89795831
7,3,6/18/2016,4.665688932
7,2,7/19/2016,136.8859218
7,5,7/19/2016,82.94465118
7,1,7/19/2016,58.65484864
7,4,7/19/2016,41.27111256
7,3,7/19/2016,4.033022632
7,2,8/19/2016,139.7231432
7,5,8/19/2016,88.16494577
7,1,8/19/2016,85.48756265
7,4,8/19/2016,40.80711668
7,3,8/19/2016,5.352846199
7,2,9/19/2016,212.5576809
7,1,9/19/2016,99.17534952
7,5,9/19/2016,92.64493293
7,4,9/19/2016,42.42948572
7,3,9/19/2016,9.273014407
7,2,10/20/2016,153.7298407
7,5,10/20/2016,94.8151919
7,1,10/20/2016,71.83940857
7,4,10/20/2016,66.54337104
7,3,10/20/2016,1.75320963
7,2,11/20/2016,268.743508
7,5,11/20/2016,193.8406358
7,4,11/20/2016,96.3337151
7,1,11/20/2016,85.90060853
7,3,11/20/2016,6.47977994
7,2,12/21/2016,143.3912827
7,5,12/21/2016,103.6017064
7,1,12/21/2016,81.71866638
7,4,12/21/2016,42.79284636
7,3,12/21/2016,2.160965378
7,2,1/21/2017,107.1330081
7,5,1/21/2017,85.70312017
7,1,1/21/2017,83.32294181
7,4,1/21/2017,47.98378241
7,3,1/21/2017,5.702588596
7,2,2/21/2017,120.8512064
7,5,2/21/2017,103.7561754
7,1,2/21/2017,58.14909645
7,4,2/21/2017,44.23370077
7,3,2/21/2017,5.414099864
7,2,3/24/2017,142.6119408
7,1,3/24/2017,67.27655763
7,5,3/24/2017,45.48962524
7,4,3/24/2017,34.27145818
7,3,3/24/2017,5.871308148
7,2,4/24/2017,94.23174871
7,1,4/24/2017,71.65298421
7,5,4/24/2017,38.64550091
7,4,4/24/2017,34.28635344
7,3,4/24/2017,2.460697759
7,2,5/25/2017,101.3265393
7,1,5/25/2017,68.3270759
7,5,5/25/2017,41.84950035
7,4,5/25/2017,33.51197947
7,3,5/25/2017,2.491386518
7,2,6/25/2017,118.9192205
7,5,6/25/2017,79.00791833
7,1,6/25/2017,67.28687681
7,4,6/25/2017,49.86644732
7,3,6/25/2017,3.181561203
7,2,7/26/2017,147.9124649
7,1,7/26/2017,93.20498413
7,5,7/26/2017,59.50531448
7,4,7/26/2017,36.22507049
7,3,7/26/2017,4.825349917
7,2,8/26/2017,180.9216479
7,1,8/26/2017,76.61090526
7,5,8/26/2017,56.26290908
7,4,8/26/2017,29.60184852
7,3,8/26/2017,6.02766174
7,2,9/26/2017,152.0908735
7,1,9/26/2017,90.03652254
7,5,9/26/2017,83.16483788
7,4,9/26/2017,54.66155478
7,3,9/26/2017,3.786224916
7,2,10/27/2017,180.653905
7,1,10/27/2017,88.28016654
7,5,10/27/2017,65.63780348
7,4,10/27/2017,46.85033883
7,3,10/27/2017,5.330813769
8,2,1/15/2016,166.3959482
8,5,1/15/2016,117.9652878
8,1,1/15/2016,71.20267727
8,4,1/15/2016,69.24967576
8,3,1/15/2016,6.934671499
8,2,2/15/2016,178.3566135
8,5,2/15/2016,106.4876025
8,1,2/15/2016,84.96826938
8,4,2/15/2016,71.39328297
8,3,2/15/2016,4.514016201
8,2,3/17/2016,176.6546808
8,5,3/17/2016,100.186754
8,4,3/17/2016,81.70477048
8,1,3/17/2016,77.12009873
8,3,3/17/2016,10.40806519
8,2,4/17/2016,174.6957375
8,5,4/17/2016,146.2562747
8,1,4/17/2016,91.89581632
8,4,4/17/2016,52.05433958
8,3,4/17/2016,6.272961233
8,2,5/18/2016,195.2837973
8,4,5/18/2016,96.2057988
8,5,5/18/2016,91.49366872
8,1,5/18/2016,85.18339184
8,3,5/18/2016,4.52016474
8,2,6/18/2016,153.7146576
8,5,6/18/2016,96.76524944
8,1,6/18/2016,83.62469541
8,4,6/18/2016,69.90090808
8,3,6/18/2016,10.01636375
8,2,7/19/2016,153.2190429
8,5,7/19/2016,115.9783564
8,1,7/19/2016,66.46308958
8,4,7/19/2016,61.53442899
8,3,7/19/2016,5.204222737
8,2,8/19/2016,220.1714186
8,5,8/19/2016,152.2392186
8,1,8/19/2016,124.5212901
8,4,8/19/2016,76.31567388
8,3,8/19/2016,9.581886919
8,2,9/19/2016,241.0221585
8,5,9/19/2016,187.3131136
8,1,9/19/2016,144.7124758
8,4,9/19/2016,100.834137
8,3,9/19/2016,12.97149952
8,2,10/20/2016,125.2307084
8,5,10/20/2016,120.8003898
8,4,10/20/2016,58.93313804
8,1,10/20/2016,36.51608676
8,3,10/20/2016,3.428746115
8,2,11/20/2016,233.6899124
8,5,11/20/2016,184.1081887
8,1,11/20/2016,108.3967437
8,4,11/20/2016,70.62806565
8,3,11/20/2016,5.493295312
8,2,12/21/2016,213.1455643
8,5,12/21/2016,125.6745354
8,4,12/21/2016,114.2522664
8,1,12/21/2016,99.19161308
8,3,12/21/2016,5.964607924
8,2,1/21/2017,224.6160978
8,5,1/21/2017,178.8347544
8,1,1/21/2017,138.0700649
8,4,1/21/2017,101.5573538
8,3,1/21/2017,11.51856364
8,2,2/21/2017,237.6103355
8,5,2/21/2017,205.437314
8,1,2/21/2017,116.4980374
8,4,2/21/2017,102.476126
8,3,2/21/2017,4.57517583
8,2,3/24/2017,227.3713778
8,5,3/24/2017,157.7258593
8,1,3/24/2017,123.971874
8,4,3/24/2017,102.5209527
8,3,3/24/2017,8.558051854
8,2,4/24/2017,228.0115642
8,5,4/24/2017,184.324606
8,1,4/24/2017,126.989397
8,4,4/24/2017,100.2272143
8,3,4/24/2017,8.188817358
8,2,5/25/2017,392.0598142
8,5,5/25/2017,206.282866
8,1,5/25/2017,137.7366978
8,4,5/25/2017,107.1979564
8,3,5/25/2017,7.084972449
8,2,6/25/2017,269.0299231
8,5,6/25/2017,196.8358272
8,1,6/25/2017,143.5411873
8,4,6/25/2017,99.81344077
8,3,6/25/2017,5.262402689
8,2,7/26/2017,337.034271
8,5,7/26/2017,188.7488815
8,1,7/26/2017,147.9143586
8,4,7/26/2017,129.9025152
8,3,7/26/2017,7.602622708
8,2,8/26/2017,356.1875644
8,5,8/26/2017,151.4529952
8,1,8/26/2017,124.0676606
8,4,8/26/2017,112.8812495
8,3,8/26/2017,12.24165328
8,2,9/26/2017,335.4362298
8,5,9/26/2017,198.0480821
8,1,9/26/2017,151.3404807
8,4,9/26/2017,87.34470525
8,3,9/26/2017,8.378039937
8,2,10/27/2017,300.6689809
8,5,10/27/2017,204.9910812
8,1,10/27/2017,139.7610463
8,4,10/27/2017,108.2247192
8,3,10/27/2017,11.18398074
10,5,1/15/2016,93.99264254
10,1,1/15/2016,87.48380768
10,2,1/15/2016,45.49778427
10,4,1/15/2016,43.27301719
10,3,1/15/2016,9.746577106
10,1,2/15/2016,128.5038989
10,2,2/15/2016,76.3551305
10,5,2/15/2016,56.05527845
10,4,2/15/2016,33.76418529
10,3,2/15/2016,10.3485897
10,5,3/17/2016,97.37117265
10,1,3/17/2016,88.71707053
10,2,3/17/2016,66.41069553
10,4,3/17/2016,47.46919548
10,3,3/17/2016,4.255280321
10,1,4/17/2016,154.0596311
10,2,4/17/2016,72.2309065
10,4,4/17/2016,30.72970353
10,5,4/17/2016,26.92316822
10,3,4/17/2016,12.05402384
10,1,5/18/2016,116.7914631
10,2,5/18/2016,69.6219865
10,5,5/18/2016,61.25800068
10,4,5/18/2016,38.24313887
10,3,5/18/2016,4.036942841
10,1,6/18/2016,117.8269373
10,5,6/18/2016,84.28482714
10,2,6/18/2016,74.08789177
