sale_id,date,amount
114,1/15/16,-2.0871799
115,1/15/16,-0.192016314
116,2/15/16,-4.135867962
117,2/15/16,-3.899442667
118,2/15/16,-2.551208174
119,2/15/16,-1.544437716
120,2/15/16,-0.365339135
121,3/17/16,-2.584947814
122,3/17/16,-2.118427387
123,3/17/16,-1.548966539
124,3/17/16,-2.098028564
125,3/17/16,-0.280832319
126,4/17/16,1.469880995
127,4/17/16,-0.888847209
128,4/17/16,-1.630497573
129,4/17/16,-0.234519557
130,4/17/16,-0.157727004
131,5/18/16,-4.510477412
132,5/18/16,-4.384560557
133,5/18/16,-2.745168946
134,5/18/16,-1.829932477
135,5/18/16,-0.284694793
136,6/18/16,-5.611514234
137,6/18/16,-3.439973627
138,6/18/16,-1.091126444
139,6/18/16,-1.399936023
140,6/18/16,-0.164111371
141,7/19/16,-3.925744933
142,7/19/16,-3.979089357
143,7/19/16,-1.059892523
144,7/19/16,-1.73588688
145,7/19/16,0.0216404
146,8/19/16,-8.309350357
147,8/19/16,-7.114328358
148,8/19/16,-2.562525176
149,8/19/16,-2.289662384
150,8/19/16,-0.137702674
151,9/19/16,-6.900242256
152,9/19/16,-5.318530506
153,9/19/16,-2.664922372
154,9/19/16,-2.176170699
155,9/19/16,-0.213074885
156,10/20/16,-2.753504505
157,10/20/16,-4.271296257
158,10/20/16,-1.447161552
159,10/20/16,-1.412368177
160,10/20/16,-0.053246666
161,11/20/16,-9.145146263
162,11/20/16,-11.780196
163,11/20/16,-3.597443332
164,11/20/16,-6.387215912
165,11/20/16,-1.165696347
166,12/21/16,-6.284574272
167,12/21/16,3.10967634
168,12/21/16,-8.32995782
169,12/21/16,11.21616966
170,12/21/16,0.274126376
171,1/15/16,-32.59706595
172,1/15/16,-27.7130707
173,1/15/16,-13.98321871
174,1/15/16,-17.81041898
175,1/15/16,-5.136616401
176,2/15/16,-43.2244065
177,2/15/16,-36.23378309
178,2/15/16,-23.79597828
179,2/15/16,-15.45577552
180,2/15/16,-2.118060127
181,3/17/16,-29.77637214
182,3/17/16,-23.41655646
183,3/17/16,-21.53667984
184,3/17/16,-12.00253272
185,3/17/16,-1.78972422
186,4/17/16,-31.3390997
187,4/17/16,-31.63625213
188,4/17/16,-22.45738084
189,4/17/16,-12.06908871
190,4/17/16,-1.567125117
191,5/18/16,-38.39387183
192,5/18/16,-32.4650553
193,5/18/16,-22.60854072
194,5/18/16,-13.28471543
195,5/18/16,-1.649949744
196,6/18/16,-32.30167505
197,6/18/16,-21.49196513
198,6/18/16,-24.8187637
199,6/18/16,-13.82742901
200,6/18/16,-2.42145868
201,7/19/16,-41.35741583
202,7/19/16,-48.78829485
203,7/19/16,-28.13249222
204,7/19/16,-21.55729133
205,7/19/16,-0.28355982
206,8/19/16,-27.36764924
207,8/19/16,-11.88718486
208,8/19/16,-5.155840361
209,8/19/16,-25.02418766
210,8/19/16,-0.879289126
211,9/19/16,-47.47598717
212,9/19/16,-38.03104233
213,9/19/16,-26.722532
214,9/19/16,-14.48427704
215,9/19/16,-2.086250555
216,10/20/16,-21.93194245
217,10/20/16,-10.40456903
218,10/20/16,-11.68659207
219,10/20/16,-12.51767217
220,10/20/16,-0.64085738
221,11/20/16,-40.97917313
222,11/20/16,-20.54361368
223,11/20/16,-23.36063801
224,11/20/16,-10.33544156
225,11/20/16,0.473967931
226,12/21/16,-29.66287983
227,12/21/16,-37.38465226
228,12/21/16,-8.331862099
229,12/21/16,-30.70633495
230,12/21/16,-11.83904539
231,1/21/17,-39.95326954
232,1/21/17,-24.44687776
233,1/21/17,-25.63682905
234,1/21/17,-13.40495126
235,1/21/17,0.269115746
236,2/21/17,-32.33634726
237,2/21/17,-32.19832769
238,2/21/17,-10.54615239
239,2/21/17,-29.13061734
240,2/21/17,0.04835916
241,3/24/17,-43.45348909
242,3/24/17,-32.67540025
243,3/24/17,-36.36863146
244,3/24/17,-14.45504544
245,3/24/17,0.283138702
246,4/24/17,-8.105727872
247,4/24/17,-43.78172889
248,4/24/17,-35.66805505
249,4/24/17,-23.02332645
250,4/24/17,-2.06472616
251,5/25/17,-29.3168168
252,5/25/17,-84.78364509
253,5/25/17,-15.56648076
254,5/25/17,-15.84838711
255,5/25/17,-0.169972314
256,6/25/17,-27.82449404
257,6/25/17,-42.19369974
258,6/25/17,-29.50975569
259,6/25/17,-21.01823901
260,6/25/17,-1.396094923
261,7/26/17,-79.936613
262,7/26/17,-43.08082721
263,7/26/17,-42.32306643
264,7/26/17,-18.74393464
265,7/26/17,-5.201909907
266,8/26/17,-21.60821668
267,8/26/17,-11.08204948
268,8/26/17,-52.47454849
269,8/26/17,7.640339695
270,8/26/17,-1.119793806
271,9/26/17,-62.73355967
272,9/26/17,-55.04053622
273,9/26/17,-24.39701281
274,9/26/17,-34.56339667
275,9/26/17,-7.287894778
276,10/27/17,-39.18401231
277,10/27/17,-52.8417948
278,10/27/17,-34.61429067
279,10/27/17,-21.31825696
280,10/27/17,-4.396095101
281,1/15/16,-12.98794895
282,1/15/16,-9.039889635
283,1/15/16,-5.415999002
284,1/15/16,-4.756085184
285,1/15/16,-2.383343753
286,2/15/16,-10.74345311
287,2/15/16,-16.27740008
288,2/15/16,-6.430395998
289,2/15/16,-8.474498847
290,2/15/16,-1.359025039
291,3/17/16,-12.75094542
292,3/17/16,-8.303356024
293,3/17/16,-9.2031099
294,3/17/16,-5.324404976
295,3/17/16,-1.381457539
296,4/17/16,-9.192244793
297,4/17/16,-7.243154436
298,4/17/16,-6.523016091
299,4/17/16,-8.982360988
300,4/17/16,-1.339599538
301,5/18/16,-18.1626363
302,5/18/16,-12.84443445
303,5/18/16,-10.84631575
304,5/18/16,-9.042636285
305,5/18/16,-1.378040185
306,6/18/16,-13.2772667
307,6/18/16,-13.34176931
308,6/18/16,-12.02194337
309,6/18/16,-6.288199921
310,6/18/16,-1.697479676
311,7/19/16,-28.02307312
312,7/19/16,-29.59781948
313,7/19/16,-13.23209198
314,7/19/16,-10.45399566
315,7/19/16,-0.262246368
316,8/19/16,-24.85633196
317,8/19/16,-20.54783827
318,8/19/16,-5.499663888
319,8/19/16,-2.742148995
320,8/19/16,-0.527629172
321,9/19/16,-33.27421888
322,9/19/16,-23.35221191
323,9/19/16,-12.35079832
324,9/19/16,-10.89000477
325,9/19/16,-1.169677053
326,10/20/16,-15.0983467
327,10/20/16,-8.414173894
328,10/20/16,-11.38995401
329,10/20/16,-5.056913973
330,10/20/16,-0.415109658
331,11/20/16,-26.5438357
332,11/20/16,-23.71020159
333,11/20/16,-2.826080678
334,11/20/16,-2.900401514
335,11/20/16,-4.507073739
336,12/21/16,-10.77330587
337,12/21/16,-0.728375455
338,12/21/16,-9.985802507
339,12/21/16,-8.681967075
340,12/21/16,-7.46468998
341,1/21/17,-22.59885424
342,1/21/17,-19.08322509
343,1/21/17,-9.776065349
344,1/21/17,-11.17672183
345,1/21/17,-2.923609498
346,2/21/17,-28.18633238
347,2/21/17,-20.02568025
348,2/21/17,-4.829565242
349,2/21/17,-10.91219442
350,2/21/17,-6.419285508
351,3/24/17,-25.94203533
352,3/24/17,-23.02830714
353,3/24/17,-8.749020841
354,3/24/17,-15.7806798
355,3/24/17,-5.405367133
356,4/24/17,-30.45204566
357,4/24/17,-42.35203927
358,4/24/17,-12.10609868
359,4/24/17,-18.3726378
360,4/24/17,-1.33596587
361,5/25/17,-17.44069084
362,5/25/17,-22.44277769
363,5/25/17,-4.273121102
364,5/25/17,-7.873519974
365,5/25/17,-0.934229167
366,6/25/17,-25.54840341
367,6/25/17,0.489443751
368,6/25/17,-10.51323259
369,6/25/17,-23.2986273
370,6/25/17,-1.885713833
371,7/26/17,-26.63679354
372,7/26/17,-29.81195054
373,7/26/17,-12.96618466
374,7/26/17,-6.819409287
375,7/26/17,-0.284461709
376,8/26/17,-27.8010229
377,8/26/17,-27.96770611
378,8/26/17,4.304174665
379,8/26/17,-18.11442617
380,8/26/17,-1.235701548
381,9/26/17,-26.97934618
382,9/26/17,-27.93543655
383,9/26/17,-9.110016309
384,9/26/17,-10.89680995
385,9/26/17,-0.797719296
386,10/27/17,-32.916879
387,10/27/17,-37.88365461
388,10/27/17,-10.75784569
389,10/27/17,-18.13228013
390,10/27/17,-1.321112727
391,1/15/16,-50.14172309
392,1/15/16,-43.25423367
393,1/15/16,-23.35563905
394,1/15/16,-21.26442781
395,1/15/16,-5.908614358
396,2/15/16,-64.33590118
397,2/15/16,-51.29768313
398,2/15/16,-31.45093648
399,2/15/16,-23.32345519
400,2/15/16,-2.104836966
401,3/17/16,-49.47575558
402,3/17/16,-43.47725638
403,3/17/16,-24.79185151
404,3/17/16,-25.56983425
405,3/17/16,-3.241834139
406,4/17/16,-47.54802607
407,4/17/16,-43.94402845
408,4/17/16,-21.70193971
409,4/17/16,-22.80744752
410,4/17/16,-3.141375567
411,5/18/16,-48.84118939
412,5/18/16,-34.07632947
413,5/18/16,-44.72257814
414,5/18/16,-24.81150106
415,5/18/16,-1.950990473
416,6/18/16,-41.40349763
417,6/18/16,-27.56270427
418,6/18/16,-33.58382252
419,6/18/16,-16.73029741
420,6/18/16,-3.070357673
421,7/19/16,-77.221163
422,7/19/16,-54.88345176
423,7/19/16,-42.88353999
424,7/19/16,-33.98578001
425,7/19/16,-3.681719788
426,8/19/16,-37.1226111
427,8/19/16,-49.70249648
428,8/19/16,-11.08451447
429,8/19/16,-6.081989464
430,8/19/16,-0.476565344
431,9/19/16,-67.16734112
432,9/19/16,-49.25664964
433,9/19/16,-35.60193096
434,9/19/16,-22.78960459
435,9/19/16,-2.232573121
436,10/20/16,-41.21290868
437,10/20/16,-30.3501771
438,10/20/16,-21.03507685
439,10/20/16,-21.45074023
440,10/20/16,-1.221331862
441,11/20/16,-70.51314539
442,11/20/16,-39.99813518
443,11/20/16,-28.41148294
444,11/20/16,-16.73333246
445,11/20/16,-0.19196756
446,12/21/16,-84.99505864
447,12/21/16,-30.99050102
448,12/21/16,-21.61106136
449,12/21/16,-0.814015671
450,12/21/16,-7.345526574
451,1/21/17,-57.4315706
452,1/21/17,-27.71740998
453,1/21/17,-33.18928838
454,1/21/17,-22.96850356
455,1/21/17,-0.982333119
456,2/21/17,-42.26136306
457,2/21/17,-27.3625089
458,2/21/17,-33.91532815
459,2/21/17,-8.40618186
460,2/21/17,-0.265816585
461,3/24/17,-51.27679438
462,3/24/17,-44.09893286
463,3/24/17,-33.32255425
464,3/24/17,-16.58844806
465,3/24/17,-0.01793075
466,4/24/17,9.428029854
467,4/24/17,-69.1744907
468,4/24/17,-45.11816911
469,4/24/17,-37.21320617
470,4/24/17,-3.700519521
471,5/25/17,-47.17427482
472,5/25/17,-132.6883135
473,5/25/17,-6.168780041
474,5/25/17,-19.76013317
475,5/25/17,-0.528264782
476,6/25/17,-72.74221192
477,6/25/17,12.07239484
478,6/25/17,-28.8543357
479,6/25/17,-51.32008825
480,6/25/17,-3.983818819
481,7/26/17,-44.79800081
482,7/26/17,-20.87765956
483,7/26/17,-16.57502431
484,7/26/17,-12.92856992
485,7/26/17,-3.946344242
486,8/26/17,-44.41270399
487,8/26/17,-35.63493247
488,8/26/17,-68.1223574
489,8/26/17,1.556371314
490,8/26/17,-2.626197238
491,9/26/17,-61.90927588
492,9/26/17,-55.32444791
493,9/26/17,-32.01926778
494,9/26/17,-27.97392954
495,9/26/17,-2.357943587
496,10/27/17,-71.38181742
497,10/27/17,-60.56439949
498,10/27/17,-35.1973141
499,10/27/17,-32.27694546
500,10/27/17,-2.553049021
501,1/15/16,-37.86475724
502,1/15/16,-22.92808538
503,1/15/16,-14.6439277
504,1/15/16,-10.11054538
505,1/15/16,-4.088483027
506,2/15/16,-46.87929565
507,2/15/16,-27.99228068
508,2/15/16,-18.67926095
509,2/15/16,-10.18858057
510,2/15/16,-0.913326587
511,3/17/16,-34.57442748
512,3/17/16,-11.17634378
513,3/17/16,-17.8168499
514,3/17/16,-7.748354274
515,3/17/16,-0.746973513
516,4/17/16,-7.576651803
517,4/17/16,-5.396156911
518,4/17/16,-3.934873782
519,4/17/16,-1.437771951
520,4/17/16,-0.17554643
521,5/18/16,-3.02533697
522,5/18/16,-2.291241481
523,5/18/16,-14.44420388
524,5/18/16,-0.675332556
525,5/18/16,-1.145779063
526,6/18/16,-20.74786837
527,6/18/16,-15.85592923
528,6/18/16,-12.9764057
529,6/18/16,-6.858925216
530,6/18/16,-0.753872535
531,7/19/16,-34.62897545
532,7/19/16,-16.37010398
533,7/19/16,-20.98250975
534,7/19/16,-10.17306198
535,7/19/16,-0.777660564
536,8/19/16,-17.75512726
537,8/19/16,-6.867203751
538,8/19/16,-16.6086832
539,8/19/16,-4.796929493
540,8/19/16,0.18098875
541,9/19/16,-17.54075067
542,9/19/16,-11.03191469
543,9/19/16,-7.923973155
544,9/19/16,-5.9685506
545,9/19/16,-0.469041168
546,12/21/16,-15.22609274
547,12/21/16,-6.631147251
548,12/21/16,-8.954482388
549,12/21/16,-0.727596843
550,2/21/17,0.603724026
551,2/21/17,0.618910025
552,2/21/17,0.534894802
553,2/21/17,0.103710495
554,2/21/17,0.029496263
555,3/24/17,-0.119090341
556,3/24/17,1.74413155
557,3/24/17,0.736467319
558,3/24/17,0.067013224
559,4/24/17,6.161830883
560,4/24/17,-0.086043797
561,4/24/17,-0.082023835
562,4/24/17,0.001811472
563,5/25/17,4.129351818
564,6/25/17,-6.193177931
565,7/26/17,-2.381588327
566,7/26/17,-1.092031422
567,7/26/17,-0.969219842
568,7/26/17,-0.464943556
569,7/26/17,-0.037578821
570,8/26/17,8.411530068
571,8/26/17,4.603569929
572,8/26/17,-8.45783878
573,8/26/17,6.904787676
574,8/26/17,0.05412695
575,10/27/17,0.003261228
576,1/15/16,-32.62385561
577,1/15/16,-13.90099689
578,1/15/16,-15.49788853
579,1/15/16,-9.649898082
580,1/15/16,-3.156757064
581,2/15/16,-23.75056184
582,2/15/16,-11.47043915
583,2/15/16,-11.66866965
584,2/15/16,-6.340300177
585,2/15/16,-1.124511276
586,3/17/16,-21.3081044
587,3/17/16,-13.46934217
588,3/17/16,-7.951429312
589,3/17/16,-7.205686363
590,3/17/16,-1.041532865
591,4/17/16,-22.52920559
592,4/17/16,-11.65859436
593,4/17/16,-15.74758732
594,4/17/16,-8.588243552
595,4/17/16,-1.257630291
596,5/18/16,-34.31931769
597,5/18/16,-19.72108993
598,5/18/16,-15.20087916
599,5/18/16,-10.65443457
600,5/18/16,-1.406211906
601,6/18/16,-31.79878578
602,6/18/16,-18.24119612
603,6/18/16,-19.32267267
604,6/18/16,-9.291970553
605,6/18/16,-1.302312476
606,7/19/16,-56.18534288
607,7/19/16,-33.6652411
608,7/19/16,-25.4841796
609,7/19/16,-19.35734774
610,7/19/16,-1.957908279
611,8/19/16,-17.84305402
612,8/19/16,-27.48378362
613,8/19/16,-3.177767111
614,8/19/16,-5.092444861
615,8/19/16,0.12439202
616,9/19/16,-50.08919957
617,9/19/16,-20.56061468
618,9/19/16,-25.70240094
619,9/19/16,-12.64037807
620,9/19/16,-1.912803786
621,10/20/16,-20.61458343
622,10/20/16,-8.912628033
623,10/20/16,-6.994309017
624,10/20/16,-6.255076877
625,10/20/16,-0.164801703
626,11/20/16,-46.35797895
627,11/20/16,-13.57150191
628,11/20/16,-5.771083255
629,11/20/16,-3.466253272
630,11/20/16,0.485603994
631,12/21/16,-103.228308
632,12/21/16,-40.86721311
633,12/21/16,-38.307449
634,12/21/16,-21.6436458
635,12/21/16,-8.08560991
636,1/21/17,-27.96333119
637,1/21/17,-15.55845081
638,1/21/17,-12.44443126
639,1/21/17,-8.272319365
640,1/21/17,-0.271166519
641,2/21/17,-31.22651004
642,2/21/17,-22.27631663
643,2/21/17,-16.02990458
644,2/21/17,-6.114351087
645,2/21/17,-0.757492696
646,3/24/17,-31.31032274
647,3/24/17,-18.16116222
648,3/24/17,-21.13163008
649,3/24/17,-5.932283312
650,3/24/17,-1.154163875
651,4/24/17,1.619162133
652,4/24/17,-24.19569973
653,4/24/17,-21.73639919
654,4/24/17,-8.652029605
655,4/24/17,-1.499420774
656,5/25/17,-50.58352759
657,5/25/17,-8.774702002
658,5/25/17,-13.91523925
659,5/25/17,-7.839649921
660,5/25/17,-0.945079481
661,6/25/17,-9.694338069
662,6/25/17,-29.27808706
663,6/25/17,-25.47664727
664,6/25/17,-8.482525954
665,6/25/17,-1.388752794
666,7/26/17,-43.45266858
667,7/26/17,-28.68889852
668,7/26/17,-26.56077106
669,7/26/17,-13.58641389
670,7/26/17,-1.753989604
671,8/26/17,-37.14963248
672,8/26/17,-41.1481944
673,8/26/17,-19.93083676
674,8/26/17,-5.567191077
675,8/26/17,-1.226392167
676,9/26/17,-37.41964806
677,9/26/17,-23.04120537
678,9/26/17,-29.58707955
679,9/26/17,-13.89492813
680,9/26/17,-1.318192281
681,10/27/17,-44.85772912
682,10/27/17,-30.55090305
683,10/27/17,-35.09945208
684,10/27/17,-14.72354488
685,10/27/17,-1.459657791
686,1/15/16,-41.09968702
687,1/15/16,-28.80664494
688,1/15/16,-18.8489635
689,1/15/16,-18.47340953
690,1/15/16,-3.736307919
691,2/15/16,-49.25917765
692,2/15/16,-30.32666763
693,2/15/16,-22.57523076
694,2/15/16,-19.40830372
695,2/15/16,-1.380569196
696,3/17/16,-39.41580897
697,3/17/16,-27.04125953
698,3/17/16,-21.11569588
699,3/17/16,-20.61445395
700,3/17/16,-2.131891193
701,4/17/16,-37.78173398
702,4/17/16,-29.11891506
703,4/17/16,-21.7782287
704,4/17/16,-13.69945058
705,4/17/16,-1.811157131
706,5/18/16,-42.2952453
707,5/18/16,-20.13912635
708,5/18/16,-28.31924505
709,5/18/16,-21.85307762
710,5/18/16,-1.246441459
711,6/18/16,-31.50817905
712,6/18/16,-22.0223866
713,6/18/16,-22.42462723
714,6/18/16,-13.47226705
715,6/18/16,-1.946199842
716,7/19/16,-45.52389409
717,7/19/16,-36.12391203
718,7/19/16,-17.42622363
719,7/19/16,-19.39424195
720,7/19/16,-0.903703383
721,8/19/16,-71.78233692
722,8/19/16,-65.47215886
723,8/19/16,-22.39148254
724,8/19/16,-21.39235773
725,8/19/16,-1.75496826
726,9/19/16,-64.55504214
727,9/19/16,-47.42118729
728,9/19/16,-30.93415864
729,9/19/16,-24.27545707
730,9/19/16,-2.197788995
731,10/20/16,-50.55948611
732,10/20/16,-35.30467448
733,10/20/16,-20.74524441
734,10/20/16,-20.58624309
735,10/20/16,-0.810499734
736,11/20/16,-77.91895876
737,11/20/16,-42.26571294
738,11/20/16,-42.50485164
739,11/20/16,-20.15479228
740,11/20/16,-0.037106205
741,12/21/16,-40.36156823
742,12/21/16,-4.77378143
743,12/21/16,-3.658620249
744,12/21/16,-24.64377569
745,12/21/16,-12.89356841
746,1/21/17,-54.25426691
747,1/21/17,-31.51373388
748,1/21/17,-31.98811074
749,1/21/17,-17.36780317
750,1/21/17,-0.752100915
751,2/21/17,-49.02359618
752,2/21/17,-33.10977051
753,2/21/17,-36.98458032
754,2/21/17,-16.46927024
755,2/21/17,-1.656210297
756,3/24/17,-45.34101793
757,3/24/17,-44.88446297
758,3/24/17,-37.35222406
759,3/24/17,-21.61677698
760,3/24/17,-1.311089511
761,4/24/17,-12.14116919
762,4/24/17,-57.59065683
763,4/24/17,-40.233191
764,4/24/17,-32.28496756
765,4/24/17,-2.389022803
766,5/25/17,-166.323059
767,5/25/17,-35.37799926
768,5/25/17,-21.26629824
769,5/25/17,-19.54663625
770,5/25/17,-0.665989176
771,6/25/17,-43.69484432
772,6/25/17,-69.36814577
773,6/25/17,-49.97219131
774,6/25/17,-23.64945989
775,6/25/17,-3.073121515
776,7/26/17,-77.53017707
777,7/26/17,-46.94057973
778,7/26/17,-34.37978535
779,7/26/17,-24.74743213
780,7/26/17,-1.756504244
781,8/26/17,-80.62668889
782,8/26/17,-49.44390059
783,8/26/17,-63.00962603
784,8/26/17,-0.528262902
785,8/26/17,-2.490102653
786,9/26/17,-89.37929031
787,9/26/17,-46.60127612
788,9/26/17,-29.87373542
789,9/26/17,-27.19818989
790,9/26/17,-1.786361684
791,10/27/17,-88.47748558
792,10/27/17,-62.69722579
793,10/27/17,-44.83070966
794,10/27/17,-31.70324309
795,10/27/17,-2.508550168
796,1/15/16,-14.65432002
797,1/15/16,-17.04036157
798,1/15/16,-10.67122305
799,1/15/16,-7.589398549
800,1/15/16,-1.456662151
801,2/15/16,-21.43110167
802,2/15/16,-11.49163251
803,2/15/16,-12.18216164
804,2/15/16,-6.633240734
805,2/15/16,-1.713739788
806,3/17/16,-15.91256259
807,3/17/16,-21.25238262
808,3/17/16,-14.10929778
809,3/17/16,-8.583887586
810,3/17/16,-1.537465975
811,4/17/16,-18.51979769
812,4/17/16,-6.048747096
813,4/17/16,-6.988601224
814,4/17/16,-9.289202605
815,4/17/16,-1.464197052
816,5/18/16,-20.25092274
817,5/18/16,-8.853566377
818,5/18/16,-11.58998095
819,5/18/16,-6.905837862
820,5/18/16,-1.516735676
821,6/18/16,-20.24589901
822,6/18/16,-14.69351683
823,6/18/16,-19.93100219
824,6/18/16,-7.419441008
825,6/18/16,-0.741149274
826,7/19/16,-14.33356412
827,7/19/16,-12.21536936
828,7/19/16,-17.95688916
829,7/19/16,-6.601130347
830,7/19/16,-0.132683526
831,8/19/16,-2.846593645
832,8/19/16,-9.246903589
833,8/19/16,-15.34903091
834,8/19/16,-3.140071364
835,8/19/16,-0.598794615
836,9/19/16,-20.01509856
837,9/19/16,-24.39239915
838,9/19/16,-12.70583875
839,9/19/16,-5.270480489
840,9/19/16,-0.130857472
841,10/20/16,-17.66954601
842,10/20/16,-11.64051379
843,10/20/16,-16.8221566
844,10/20/16,-6.387770706
845,10/20/16,-0.598862576
846,11/20/16,-5.474025668
847,11/20/16,-9.914390087
848,11/20/16,-9.046657245
849,11/20/16,0.601463058
850,11/20/16,-0.301672349
851,12/21/16,-34.71826037
852,12/21/16,-12.03974695
853,12/21/16,-37.42600671
854,12/21/16,20.64742544
855,12/21/16,-4.321459022
856,1/21/17,-16.4928205
857,1/21/17,-17.78994295
858,1/21/17,-20.16340826
859,1/21/17,-0.991032638
860,1/21/17,-1.955491244
861,2/21/17,-22.29474671
862,2/21/17,-29.92981469
863,2/21/17,-18.87222684
864,2/21/17,-11.60362223
865,2/21/17,-0.799722734
866,3/24/17,-15.85762454
867,3/24/17,-20.73039055
868,3/24/17,-7.171603006
869,3/24/17,-12.89641435
870,3/24/17,-1.85271399
871,4/24/17,-46.37988458
872,4/24/17,-35.65377574
873,4/24/17,24.02039135
874,4/24/17,-10.59163393
875,4/24/17,-4.273956201
876,5/25/17,-23.92922594
877,5/25/17,-43.94218392
878,5/25/17,-18.22666753
879,5/25/17,-11.49960795
880,5/25/17,-3.11896638
881,6/25/17,-33.78553595
882,6/25/17,26.66174949
883,6/25/17,-31.76289122
884,6/25/17,-5.603671975
885,6/25/17,-3.233485898
886,7/26/17,-52.66334726
887,7/26/17,-26.5911465
888,7/26/17,-20.42893191
889,7/26/17,-8.959073224
890,7/26/17,-6.689645287
891,8/26/17,-45.37226524
892,8/26/17,-17.37320853
893,8/26/17,-24.14682225
894,8/26/17,-2.228125191
895,8/26/17,-9.80726341
896,9/26/17,-36.03352405
897,9/26/17,-16.30682619
898,9/26/17,-10.0695792
899,9/26/17,-2.460334336
900,9/26/17,-1.796396643
901,10/27/17,-6.549215821
902,10/27/17,-9.601783078
903,10/27/17,-10.32693013
904,10/27/17,3.958953646
905,10/27/17,-3.20215416
906,12/21/16,-14.0225686
907,12/21/16,-5.946899897
908,12/21/16,-4.291654116
909,12/21/16,-2.982321835
910,12/21/16,-0.351563079
911,1/21/17,-26.8557409
912,1/21/17,-12.81604755
913,1/21/17,-17.43808272
914,1/21/17,-6.239060518
915,1/21/17,-2.310363979
916,2/21/17,-25.62045376
917,2/21/17,-25.60132796
918,2/21/17,-14.73719071
919,2/21/17,-4.160958334
920,2/21/17,-4.32547837
921,3/24/17,-28.04883729
922,3/24/17,-20.64818145
923,3/24/17,-5.343440538
924,3/24/17,-21.23948282
925,3/24/17,-3.481336294
926,4/24/17,-14.73843148
927,4/24/17,-29.06262078
928,4/24/17,-25.95692272
929,4/24/17,-7.169586483
930,4/24/17,-0.968046379
931,5/25/17,-26.33179832
932,5/25/17,-16.14736063
933,5/25/17,-19.05168709
934,5/25/17,-8.695643147
935,5/25/17,-0.086147369
